id,description,hierarchy_levels,type,source
ESCO_02c7caf4-4e8b-4745-8917-dbbd3af17c28,draw up artistic production,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.6']]",preferredLabel,esco
ESCO_02d5c52b-e7f9-4d8c-adc2-d0332f49535b,install passenger service units,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.7', 'ESCO_S6.7.0']]",preferredLabel,esco
ESCO_02d68c2b-1722-4440-8e25-376650e123c8,understand written Korean,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_02e0b3e9-c9e0-4063-983b-b5a7697e0f78,keep records of bridge investigation findings,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.2']]",preferredLabel,esco
ESCO_02e1ca57-0715-438b-886d-f0f938ac3efc,sand blasting machine parts,"[['ESCO_K', 'ESCO_K06', 'ESCO_K061', 'ESCO_K0612']]",preferredLabel,esco
ESCO_02e22093-3436-46a8-8dc5-b041bc4800cc,create model,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.6', 'ESCO_S6.6.3']]",preferredLabel,esco
ESCO_02e235f4-a30a-412a-a06e-1c471ad28678,follow control of substances hazardous to health procedures,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.13', 'ESCO_S6.13.1'], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.1']]",preferredLabel,esco
ESCO_02eeea19-76db-4d19-bb8b-a649c0fbe796,assess visual impact of displays,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",preferredLabel,esco
ESCO_02f115d8-9e14-499c-97c1-f9eac282edc5,select glassware for serving,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.5', 'ESCO_S3.5.2']]",preferredLabel,esco
ESCO_03006fd3-254f-44bc-aa8f-dfe1c727463e,cardiovascular system,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0912']]",preferredLabel,esco
ESCO_0302f93a-0d38-4c00-bc37-eda17b6316ea,biosecurity related to animals,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0912'], ['ESCO_K', 'ESCO_K08', 'ESCO_K084', 'ESCO_K0841']]",preferredLabel,esco
ESCO_030de41b-bb8b-4e4b-859c-9afd4c17605b,check information on prescriptions,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.2'], ['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",preferredLabel,esco
ESCO_03134e63-81eb-439a-b6eb-7de49ae01bbd,assume responsibility for maintaining a safe ship environment,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.1']]",preferredLabel,esco
ESCO_031bfd8d-af80-4606-b4bb-6de4d5da6249,follow hygienic practices in fishery operations,"[['ESCO_T', 'ESCO_T6', 'ESCO_T6.1', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.1'], ['ESCO_S', 'ESCO_S6', 'ESCO_S6.9', 'ESCO_S6.9.1']]",preferredLabel,esco
ESCO_03227978-f839-4cc8-88a6-0a3c44d2c776,supervise work on design planning,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1']]",preferredLabel,esco
ESCO_032867c3-3c53-42ad-aabe-030eeb6292ab,measure trees,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.5', 'ESCO_S2.5.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.5', 'ESCO_S2.5.0']]",preferredLabel,esco
ESCO_0329ab41-3212-4e4f-8112-9e9ff5217f7b,bend staves,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.7'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.0']]",preferredLabel,esco
ESCO_032a4ab8-1034-4541-8037-b2cdcc7fd19a,select music for performance,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.14', 'ESCO_S1.14.2'], ['ESCO_S', 'ESCO_S4', 'ESCO_S4.9', 'ESCO_S4.9.0']]",preferredLabel,esco
ESCO_032b0bed-22b1-456b-8009-91e6b838fe45,geological mapping,"[['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",preferredLabel,esco
ESCO_03305638-bd08-410a-a960-f963ad89cce6,tend electron beam welding machine,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.6'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.7']]",preferredLabel,esco
ESCO_03353964-657a-4737-9afc-1ca9ec04195b,inspect table settings,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.5', 'ESCO_S3.5.2']]",preferredLabel,esco
ESCO_0337c577-f837-4518-9263-b753c24f3a21,drive automatic car,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.2', 'ESCO_S8.2.2']]",preferredLabel,esco
ESCO_033d6175-fa43-4d75-8e2c-6df348ffa0c8,prepare intravenous packs,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.5']]",preferredLabel,esco
ESCO_03459358-3f0f-4b13-a143-890e2da798d3,configure electronic equipment,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.8', 'ESCO_S8.8.1']]",preferredLabel,esco
ESCO_034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,"[['ESCO_K', 'ESCO_K06', 'ESCO_K061', 'ESCO_K0613'], ['ESCO_S', 'ESCO_S5', 'ESCO_S5.6', 'ESCO_S5.6.1']]",preferredLabel,esco
ESCO_03500955-88a6-4c3d-a8c0-7594409dcff0,operate specialised equipment in emergency,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.6', 'ESCO_S8.6.1']]",preferredLabel,esco
ESCO_03520ff5-9e68-434b-91fa-3ced9c085159,plan retail space,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.4'], ['ESCO_S', 'ESCO_S4', 'ESCO_S4.3', 'ESCO_S4.3.3']]",preferredLabel,esco
ESCO_03589d0d-a6f0-4d68-b5eb-dafbc6833efe,write leaflets,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.13', 'ESCO_S1.13.0'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.13', 'ESCO_S1.13.2']]",preferredLabel,esco
ESCO_03598f35-15f1-41fa-bd8a-313e74523307,use jewellery equipment,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.5', 'ESCO_S6.5.1'], ['ESCO_S', 'ESCO_S6', 'ESCO_S6.7', 'ESCO_S6.7.4']]",preferredLabel,esco
ESCO_0359f76c-3ef3-4e52-abcf-1b2b32ed20a5,taste wines,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",preferredLabel,esco
ESCO_035afc40-e8fc-448f-b287-1a973fb5aa93,manufacturing of taps and valves,"[['ESCO_K', 'ESCO_K10', 'ESCO_K102', 'ESCO_K1021']]",preferredLabel,esco
ESCO_0361c099-da6c-404e-984b-a8b8a0c017d1,check sensorial parameters of oils and fats,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.2'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.0']]",preferredLabel,esco
ESCO_0377c027-2839-4b30-9acb-bb68daf925f5,maintain coquille parts,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.6']]",preferredLabel,esco
ESCO_037b5e5f-db3c-40cd-864e-5b9b9a3a080d,understand spoken Hungarian,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_037c8da7-6a0d-42b8-b979-c4abe7c92d48,schedule maintenance of airport electrical systems,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2'], ['ESCO_S', 'ESCO_S4', 'ESCO_S4.8', 'ESCO_S4.8.1'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.7', 'ESCO_S8.7.2']]",preferredLabel,esco
ESCO_038256f5-7b18-4e6f-8314-2401be1b601b,provide pre-hospital emergency care of trauma,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",preferredLabel,esco
ESCO_038a6d0f-787f-4f71-aac6-bd54e16c57cf,history of tobacco,"[['ESCO_K', 'ESCO_K02', 'ESCO_K022', 'ESCO_K0222']]",preferredLabel,esco
ESCO_03a0ab28-ce99-4e14-baf8-a66c55da28f8,carry out event management,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2']]",preferredLabel,esco
ESCO_03a53283-d3ee-41c1-ab3e-eb806616440e,understand spoken Welsh,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_03a74eee-2dc6-4147-8667-5cdeb65f122d,manage ICT data classification,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.1'], ['ESCO_S', 'ESCO_S5', 'ESCO_S5.5', 'ESCO_S5.5.2']]",preferredLabel,esco
ESCO_03aa85d2-9a67-455f-b901-595e685afdd2,keep sheet records,"[['ESCO_S', 'ESCO_S5', 'ESCO_S5.5', 'ESCO_S5.5.2'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.5']]",preferredLabel,esco
ESCO_03af6b34-0137-4337-8a7f-521dbef4925f,brush rubber cement,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.7', 'ESCO_S6.7.3']]",preferredLabel,esco
ESCO_03b9453e-d14d-46bc-baf5-f6a6fbaa3bb7,develop leather goods collection,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.5']]",preferredLabel,esco
ESCO_03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.9', 'ESCO_S1.9.1'], ['ESCO_T', 'ESCO_T2', 'ESCO_T2.3', None]]",preferredLabel,esco
ESCO_03bc5f23-4317-41c2-9528-2db5c3c87b85,analyse cultural trends,"[['ESCO_A', 'ESCO_A2', 'ESCO_A2.1', 'ESCO_A2.1.0'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.3', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.9', 'ESCO_S2.9.0']]",preferredLabel,esco
ESCO_03bc85d5-78f0-4409-86ed-87dc35345760,assess cage water quality,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.2'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.5', 'ESCO_S2.5.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.8']]",preferredLabel,esco
ESCO_03ca6934-62ac-42e8-aca0-9e7c10bb1684,understand the architecture of a live performance,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.12', 'ESCO_S1.12.3']]",preferredLabel,esco
ESCO_03cf7836-708c-4d43-94ed-3d8beb170655,apply electrolytes to cathodes and anodes,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.3', 'ESCO_S6.3.3']]",preferredLabel,esco
ESCO_03d8e93a-861a-45d3-a2d6-80781d6af1c9,hair cutting techniques,"[['ESCO_K', 'ESCO_K10', 'ESCO_K101', 'ESCO_K1012']]",preferredLabel,esco
ESCO_03d93b02-a461-4815-a4c0-b46451afc1c2,manage claim files,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.3', 'ESCO_S2.3.0']]",preferredLabel,esco
ESCO_03d93bf5-3c09-489c-a0d7-a895b068041a,rescue animals,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5']]",preferredLabel,esco
ESCO_03d988af-2e63-4151-bb5e-950f366e2c64,guide ships into docks,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.3', 'ESCO_S8.3.0'], ['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",preferredLabel,esco
ESCO_03f922b0-d518-457d-8f2c-80252a714be1,criminology,"[['ESCO_K', 'ESCO_K03', 'ESCO_K031', 'ESCO_K0314']]",preferredLabel,esco
ESCO_03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,"[['ESCO_K', 'ESCO_K06', 'ESCO_K061', 'ESCO_K0612']]",preferredLabel,esco
ESCO_0415142d-6921-4f8d-832b-6271382b8193,test materials,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.8']]",preferredLabel,esco
ESCO_041977c2-0a83-4e9d-adb0-f984bcedba82,update message displays,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.1']]",preferredLabel,esco
ESCO_042e1e68-b190-47c0-8f0d-ff312fc25b71,operate a forecourt site,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.0', 'ESCO_S4.0.0']]",preferredLabel,esco
ESCO_042f91e3-cccc-4d51-b635-bb14ffe90cfc,unload cargo,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.2', 'ESCO_S6.2.1']]",preferredLabel,esco
ESCO_0435fe96-523f-4888-a76f-22df1e92d9c4,photogrammetry,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",preferredLabel,esco
ESCO_04383349-705d-4da7-ae05-12b8c84d6bf1,interact with programmer on intention of consultancy work,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.2', 'ESCO_S1.2.1']]",preferredLabel,esco
ESCO_043c477b-71f6-43e9-8927-ca854fc55252,communicate house rules,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.4', 'ESCO_S1.4.1']]",preferredLabel,esco
ESCO_043f1a88-7faa-4d56-b220-5428741c6a75,control train departures,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2']]",preferredLabel,esco
ESCO_043f3cba-7827-4a1f-9a87-7775ca01ec9d,manipulate dental material,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.5', 'ESCO_S6.5.2']]",preferredLabel,esco
ESCO_04455dce-a796-4a1f-bd07-ad42bdbda180,forensic pathology,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0912']]",preferredLabel,esco
ESCO_0449bf39-a288-4ecc-823a-3d194be5e932,techniques of blood-sampling,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0913']]",preferredLabel,esco
ESCO_0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene in a health care setting,"[['ESCO_K', 'ESCO_K10', 'ESCO_K102', 'ESCO_K1022']]",preferredLabel,esco
ESCO_0450f6a4-495e-4484-b11f-84e8c12ac5f9,design beer recipes,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.5']]",preferredLabel,esco
ESCO_04512804-4c83-4e1c-a963-02c58e918240,finish plastic products,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.8'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.7']]",preferredLabel,esco
ESCO_0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep up with digital transformation of industrial processes,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.9', 'ESCO_S2.9.0']]",preferredLabel,esco
ESCO_045f71e6-0699-4169-8a54-9c6b96f3174d,give advice to others,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",preferredLabel,esco
ESCO_0460013b-e73a-4200-8c11-88b3b60a222a,perform manual spiral binding,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.8', 'ESCO_S6.8.2']]",preferredLabel,esco
ESCO_04666ae0-ad33-41b2-8977-7121583799d3,place orders for orthopedic products,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.1']]",preferredLabel,esco
ESCO_047218cf-3974-4148-86f8-31464253aa08,interact verbally in Bosnian,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_0476ca2b-f84e-4657-95b1-ad80bc48d002,emboss designs,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.0']]",preferredLabel,esco
ESCO_047ceb23-1eb3-4889-a07f-84a1e4b85bff,monitor flour unloading equipment,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.2', 'ESCO_S6.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",preferredLabel,esco
ESCO_047fcf0a-2936-49fb-b4eb-97cdd8d09d0b,maintain statutory books,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.2']]",preferredLabel,esco
ESCO_04838ae5-a737-48a0-a782-3d1b6b6cb75b,wash the laundry,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.12', 'ESCO_S6.12.0']]",preferredLabel,esco
ESCO_04880044-9668-45b8-b888-f3d9894bac9f,organise homecare for patients,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.1', 'ESCO_S3.1.3']]",preferredLabel,esco
ESCO_048affec-04db-4bd5-b7a6-c666d16c0fef,load cargo,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.2', 'ESCO_S6.2.1']]",preferredLabel,esco
ESCO_048f04c9-83b1-48cd-9ac9-16a433695a61,deliver case notes,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.4']]",preferredLabel,esco
ESCO_048f3205-6b1a-43e0-9f76-8c43562c6140,check quality of enamel,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.6'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.1', None], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.12', 'ESCO_A1.12.0']]",preferredLabel,esco
ESCO_049115cd-da38-499e-8544-4afdb6a4abee,monasticism,"[['ESCO_K', 'ESCO_K02', 'ESCO_K022', 'ESCO_K0221']]",preferredLabel,esco
ESCO_049b5d37-aab3-4b6a-a505-bf254a434b5d,understand written Latvian,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_049bc175-3f03-4311-8e5d-bbac9e4c2e6c,trim excess materials,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.7', 'ESCO_S6.7.1']]",preferredLabel,esco
ESCO_049c8caf-dd12-45fc-9bfa-b64051f32a19,respond to changing situations in health care,"[['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.5', 'ESCO_A1.5.0'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.4', 'ESCO_A1.4.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.3', None]]",preferredLabel,esco
ESCO_049de1f6-34ec-46f9-a0b1-8fc6f0199413,write Finnish,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_04a33cf1-06ec-4a34-8a88-a0beca3ce9e8,tend drying equipment,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.4', 'ESCO_S8.4.7']]",preferredLabel,esco
ESCO_04a97507-f019-4b5c-ae52-46224922ce25,manage freight payment methods,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.4', 'ESCO_S4.4.2']]",preferredLabel,esco
ESCO_04b90037-ae21-48dc-9448-f0b3eef05b33,keep food laboratory inventory,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.0', 'ESCO_S4.0.0'], ['ESCO_S', 'ESCO_S4', 'ESCO_S4.3', 'ESCO_S4.3.3']]",preferredLabel,esco
ESCO_04b9627c-80a2-4723-9f07-46e76e11d09a,tramway regulations,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041']]",preferredLabel,esco
ESCO_04ba2e0a-a939-43ab-92fe-63f50b55c798,rehabilitate worn dentition,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",preferredLabel,esco
ESCO_04bcb522-62a9-4fc1-8ea9-b7ccff10147e,coordinate flight schedules,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2']]",preferredLabel,esco
ESCO_04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,understand spoken Punjabi,"[['ESCO_T', 'ESCO_T1', 'ESCO_T1.1', None], ['ESCO_L', 'ESCO_L1', None, None]]",preferredLabel,esco
ESCO_04cda8e8-e06b-4c91-bbb5-27414dc1cf14,embargo regulations,"[['ESCO_K', 'ESCO_K04', 'ESCO_K042', 'ESCO_K0421']]",preferredLabel,esco
ESCO_04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,set up office equipment,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.4', 'ESCO_S4.4.3']]",preferredLabel,esco
ESCO_04dcfb3b-d6ac-4044-a35f-a633d3816c28,advise on bankruptcy proceedings,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",preferredLabel,esco
ESCO_04dd3f36-7056-4824-9eee-b0312d4a25b7,sell processed timber in a commercial environment,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.1']]",preferredLabel,esco
ESCO_04dfd9fb-e0cf-40f6-96c6-9d2280c4347e,provide technical documentation,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.4', 'ESCO_S4.4.3'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.6']]",preferredLabel,esco
ESCO_04e08696-b62e-446c-9b53-3b48f9af0904,slaughter animals,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.9', 'ESCO_S6.9.4']]",preferredLabel,esco
ESCO_04e52ec7-5107-455b-a943-8004015d5b26,develop policies for nutritional programs,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.1', 'ESCO_S4.1.3']]",preferredLabel,esco
ESCO_04e6474d-f6fd-4e60-9191-24faae8ba0bb,perform live,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.1', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.4', 'ESCO_S1.4.1'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.14', 'ESCO_S1.14.2']]",preferredLabel,esco
ESCO_04e6f19b-6458-432f-9790-3979831a03bc,teach nursing principles,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",preferredLabel,esco
ESCO_04e762ae-18a9-457f-9b2e-280cdddae1f0,take advantage of learning opportunities in veterinary science,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.0', 'ESCO_S2.0.0'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.9', 'ESCO_S2.9.0']]",preferredLabel,esco
ESCO_04e84553-2795-4098-b0ad-e7921628b32c,support harmed social service users,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.1', 'ESCO_S3.1.2']]",preferredLabel,esco
ESCO_04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,"[['ESCO_K', 'ESCO_K06', 'ESCO_K061', 'ESCO_K0613'], ['ESCO_S', 'ESCO_S5', 'ESCO_S5.6', 'ESCO_S5.6.1'], ['ESCO_K', 'ESCO_K05', 'ESCO_K054', 'ESCO_K0542']]",preferredLabel,esco
ESCO_04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,"[['ESCO_S', 'ESCO_S5', 'ESCO_S5.0', 'ESCO_S5.0.0'], ['ESCO_S', 'ESCO_S5', 'ESCO_S5.5', 'ESCO_S5.5.2']]",preferredLabel,esco
ESCO_05010f6c-0b40-4525-ac4a-057d46a2b6f4,design electrical systems,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.2']]",preferredLabel,esco
ESCO_050dc15e-a41f-4958-bb2c-3fa46c2182be,weld in hyperbaric conditions,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.6']]",preferredLabel,esco
ESCO_0511c6df-d1fb-4606-9c73-4baba77eea79,weigh shipments,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.5', 'ESCO_S2.5.0'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.6', 'ESCO_S8.6.6'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.5', 'ESCO_S2.5.2'], ['ESCO_S', 'ESCO_S8', 'ESCO_S8.1', 'ESCO_S8.1.3']]",preferredLabel,esco
ESCO_0516cfc3-eec7-45c6-87d7-d0e11a3364a8,operate concrete casting machine,"[['ESCO_S', 'ESCO_S8', 'ESCO_S8.5', 'ESCO_S8.5.0']]",preferredLabel,esco
ESCO_05182ba0-1cb7-4203-93f6-c2d0e2beb3a2,promote fitness customer referral,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.2']]",preferredLabel,esco
ESCO_0520d8ba-3c24-4f75-a8b0-f883ddeed82d,audit contractors,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.3']]",preferredLabel,esco
ESCO_0524a62d-96bb-45f5-b7c6-baacbef31af9,fish grading,"[['ESCO_K', 'ESCO_K08', 'ESCO_K083', 'ESCO_K0831']]",preferredLabel,esco
ESCO_05281013-f5ae-4bf2-ad23-d5d6f7573b46,carry out inventory planning,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.2']]",preferredLabel,esco
ESCO_052b829c-67c5-466f-9300-0e0b001a68ef,compose energy performance contracts,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.13', 'ESCO_S1.13.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.1', 'ESCO_S1.1.2'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.1', None]]",preferredLabel,esco
ESCO_05338a70-1ea1-4c33-a886-1c4f0c7d7241,pass on trade techniques,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.3']]",preferredLabel,esco
ESCO_0539bd09-531a-4857-b739-cfd0316e4c65,treat animals ethically,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.3']]",preferredLabel,esco
