id,description,hierarchy_levels,type,source
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,assessment  of bridge integrity for external risks,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,external risks to bridge integrity identification,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,inspecting bridge integrity for external risks,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,inspect bridge integrity for external risks,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,identification of external risks to bridge integrity,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,assessing bridge integrity for external risks,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ec6b46-f934-4efd-a8ee-e53128fa81d7,bridge integrity external risk identification,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.5']]",altLabels,esco
ESCO_b7ff512a-8bce-4918-b11b-7c388892472c,use of defibrillators,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0913']]",altLabels,esco
ESCO_b7ff512a-8bce-4918-b11b-7c388892472c,terminating dysrhythmia of heart muscle through use of defibrillator,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0913']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,check edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,monitor edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,measure edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,evaluate edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,verify edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,test edge crushing,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b803b5ef-5a5c-414d-83c9-c807beb293a2,testing edge crush,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,work outdoors in bad weather,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,work in conditions that are inclement,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,work outdoors in conditions that are inclement,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,working in bad weather,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,working outdoors in bad weather,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,working in inclement conditions,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,working outdoors in inclement conditions,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,work outdoors in inclement conditions,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b805f989-14d5-46ad-80b0-755634b66dba,work in bad weather,"[['ESCO_T', 'ESCO_T5', 'ESCO_T5.2', None], ['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.5'], ['ESCO_A', 'ESCO_A1', 'ESCO_A1.1', 'ESCO_A1.1.0'], ['ESCO_T', 'ESCO_T3', 'ESCO_T3.4', None]]",altLabels,esco
ESCO_b806b5bb-a5c4-47dc-945c-579d576bc242,develop personalized nutrition care plan,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.4']]",altLabels,esco
ESCO_b806b5bb-a5c4-47dc-945c-579d576bc242,formulate dietetic interventions,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.4']]",altLabels,esco
ESCO_b806b5bb-a5c4-47dc-945c-579d576bc242,develop personalised nutrition care plan,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.4']]",altLabels,esco
ESCO_b806b5bb-a5c4-47dc-945c-579d576bc242,formulate a dietetic intervention,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.4']]",altLabels,esco
ESCO_b806b5bb-a5c4-47dc-945c-579d576bc242,select types of therapeutic diets,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.4']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of climatic conditions on air traffic management,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,study of aviation climatic conditions,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,aspects of aviation meteorology,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,study of aviation weather conditions,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of weather on air traffic management,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of weather conditions on aviation,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,principles of aviation meteorology,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,meteorology for aviation,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,aviation meteorology features,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,aviation meteorology principles,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of climatic conditions on aviation,"[['ESCO_K', 'ESCO_K10', 'ESCO_K104', 'ESCO_K1041'], ['ESCO_K', 'ESCO_K05', 'ESCO_K053', 'ESCO_K0532']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,apply aroma-therapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,carry out aroma therapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,carry out aromatherapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,use aromatherapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,apply aroma therapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,apply aromatherapies,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,offer aromatherapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b811231c-9398-4996-bd14-48b15a3caaeb,use aroma therapy,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.6', 'ESCO_S3.6.4']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,emergency advice provision,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,providing emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,providing of emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,giving of emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,offer emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,give emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,offering emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,giving emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b815ec84-cc41-4789-a9bc-4f7b53399b69,provision of emergency advice,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.9'], ['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic fibres,"[['ESCO_K', 'ESCO_K07', 'ESCO_K072', 'ESCO_K0722']]",altLabels,esco
ESCO_b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic paper,"[['ESCO_K', 'ESCO_K07', 'ESCO_K072', 'ESCO_K0722']]",altLabels,esco
ESCO_b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic rubber,"[['ESCO_K', 'ESCO_K07', 'ESCO_K072', 'ESCO_K0722']]",altLabels,esco
ESCO_b81a56c8-959d-45cf-a8b7-08227f84301f,materials which are synthetic,"[['ESCO_K', 'ESCO_K07', 'ESCO_K072', 'ESCO_K0722']]",altLabels,esco
ESCO_b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic resins,"[['ESCO_K', 'ESCO_K07', 'ESCO_K072', 'ESCO_K0722']]",altLabels,esco
ESCO_b820c9de-4d00-4e79-9af9-33f26044ff42,provide instruction on computer science,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",altLabels,esco
ESCO_b820c9de-4d00-4e79-9af9-33f26044ff42,explain computer science,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",altLabels,esco
ESCO_b820c9de-4d00-4e79-9af9-33f26044ff42,educate on computer science,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",altLabels,esco
ESCO_b820c9de-4d00-4e79-9af9-33f26044ff42,teaches computer science,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",altLabels,esco
ESCO_b820c9de-4d00-4e79-9af9-33f26044ff42,teaching computer science,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.3', 'ESCO_S1.3.1']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,painting of surfaces,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,surface painting,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,painting surface,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,brush painting,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,paint by hand,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,surfaces painting,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,painting surfaces,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,roller painting,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,paint with roller,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b826a56a-811d-477c-b165-271729f644a4,paint with brush,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.3', 'ESCO_S7.3.3']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,evaluating advances in farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,assessing the necessity of new farming technologies,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,evaluate advances in farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,assess the value of new farming technologies,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,considering adoption of new farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,assessing the need for new farming technologies,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,consider adoption of new farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,consider implementation of new farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,assess the need for new farming technologies,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,considering implementation of new farm technology,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82f51d0-38d1-45f6-99a0-4586309c6b60,assessing the value of new farming technologies,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,manage local anesthesia for dental procedures,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,carry out local anaesthesia in dental procedures,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,apply local anesthetic in dental procedure,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,carry out local anesthesia in dental procedure,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,carry out local anaesthesia in a dental procedure,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,manage local anaesthesia for dental procedures,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b82fffce-9874-4c6f-b1b9-e8b61d7ecfdb,apply local anaesthetic in dental procedures,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.1']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,analyse transportation business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,evaluate transport business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,conduct transport business network analysis,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,conduct assessments of transport business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,analyse networks of transportation businesses,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,carry out evaluations of transport business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,evaluate transportation business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,perform analyses of transport business networks,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,make assessments of transportation business activities,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b8316819-feca-403d-902f-a86562fd91e9,analyse networks of transport businesses,"[['ESCO_T', 'ESCO_T2', 'ESCO_T2.1', None], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.4'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,deal with departures in hospitality,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,handle departures in hotel,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,deal with accommodation departures,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,perform guests' checkout in accommodation,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,dealing with departures in accommodation,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
ESCO_b83669f2-bf53-47ed-af9f-397c5f2dfd4d,check guests out,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.4', 'ESCO_S3.4.4']]",altLabels,esco
